code,title,credits,description
EDSR 6340,Bilingual & Bicultural Counseling Strategies,3,"This course offers a 
comprehensive and in-depth examination of current theories, research, and strategies 
in bilingual and bicultural counseling with clients of all ages. Bilingual and bicultural 
individuals can effectively employ two different languages and successfully navigate in 
two different cultures. Subsequently, language choice and cultural relevance are 
therapeutic strategies effectively employed by bilingual and monolingual counselors. 
Equivalent courses: EDUC 6340 (through Summer 2022)NoneNone"
EDSR 6341,Advanced Psychopathology and Psychopharmacology,3,"This 
course will prove an overview of pharmacological medications and the abnormal 
behaviors for which they may be prescribed. The goals of this course are to introduce 
basic terminology and models of pharmacokinetics as they relate to clinical mental 
health counseling as well as to examine diagnostic criteria in light of the Diagnostic and 
Statistical Manual of Mental Disorders. Prerequisite: Advisor Approval. Equivalent 
courses: EDUA 6341Advisor Approval. Equivalent None"
EDSR 6342,"Counseling for Crisis, Trauma & Disaster",3,"This course prepares 
counselors to respond effectively in critical situations of crises, trauma, and disaster. 
Students learn crisis assessment, diagnoses, post-traumatic patterns, intervention 
skills, management, and cultural, ethical, and legal considerations for working with 
diverse and multicultural populations in community and governmental agencies, 
schools, hospitals and private practice. Equivalent courses: EDUC 6342 (through 
Summer 2022), EDUA 6342NoneNone"
EDSR 6343,Mental Health Assessment,3,"Presentation of and exposure to major 
psychological tests used in a psychological report. Referral questions, psychological 
report writing, ethical issues, and examinations of actual clinical data round out the 
course. Prerequisites: Permission of instructor. Equivalent courses: ED 6343 (through 
Summer 2022), EDUA 6343NoneNone"
EDSR 6344,Mindfulness-Based Approaches to Counseling,3,"This course 
explores mental health, wellness, counseling, and cutting-edge neuroscience through 
the lens of mindfulness- based counseling paradigms. Emphasis is placed on students 
developing knowledge and skills in the applications of mindfulness- based theories and 
strategies in the counseling process. Equivalent courses: EDUC 6344 (through Summer 
2022), EDUA 6344NoneNone"
EDSR 6345,Family Counseling,3,"A survey of the field of family counseling, 
examining history, theories, and practice. Includes discussion of ethical, legal, and other 
professional issues related to family counseling. Equivalent courses: ED 6345 (through 
Summer 2022), EDUA 6345NoneNone"
EDSR 6346,Ethical and Legal Issues in Counseling,3,"A course to familiarize 
students with ethical and legal practice in the field of counseling; included are standards 
of ethical practice and their application to the various areas of counseling, ethical 
decision- making, major ethical and legal issues, and ethical responses to unethical 
behavior. Prerequisite: ED 5314. Equivalent courses: ED 6346 (through Summer 2022),ED 5314. Equivalent courses: ED 6346 (through Summer 2022),None"
EDUA 6346,EDSR 6347 Introduction to Play Therapy,3,"This course will explore the history 
and essential principles and elements of play therapy, as well as theories, techniques, 
modalities and application of play therapy. Skills are developed though experiential 
activities, case studies, and video presentations. Prerequisite: Advisor Approval.Advisor Approval.ED 6347 (through Summer 2022), EDUA 6347"
EDSR 6350,Counseling and the Neuroscience,3,"This course provides students 
with an understanding of the relationships between neurological processes and 
counseling. With emphases on counseling diverse populations, course topics include 
neurological processes associated with perceptions, cognitions, emotions, behaviors, 
  
  
neuroplasticity, neurogenesis, and psychoactive pharmacological agents used in mental 
health treatment. Prerequisites: Student must have earned a grade of B or higher inNoneNone"
EDSR 6351,Abnormal Behavior and Treatment Plan,3,"This course is designed to 
teach concepts, theories, and etiology of abnormal behavior. Students will learn to 
identify contextual and individual-level factors that shape understanding of abnormal 
behavior and formulate treatment plans accordingly.NoneNone"
EDSR 6352,Community Treatment Planning & Mental Health Advocacy,3,"This 
course provides an in-depth overview of the multidimensional community mental health 
systems, with perspective on the administrative, organizational, socio-cultural, advocacy 
and clinical aspects of policy formation, managed care, case-management, legal 
paradigms and trends in mental health services delivery.NoneNone"
EDUA 6355,EDSR 6360 Assessment and Counseling of the Older Adult,3,"This course offers 
counselors a comprehensive perspective of the aging process. Common life 
experiences and transitions in later life create specific individual, marriage and family 
needs which require unique treatment approaches. Special emphasis is placed on 
assessment, differential diagnosis, treatment planning and implementation, and 
gerontological counseling strategies. Equivalent courses: EDUC 6360 (through Summer 
2022)NoneNone"
EDSR 6362,"Death, Dying, & Bereavement Counseling",3,"This course explores 
the theories and conceptual frameworks for working with death, dying, and 
bereavement. Students will increase their own affective development and sensitivity in 
working with clients who are struggling with issues of death, loss and grief, and they will 
identify, clarify, and understand their own personal assumptions, biases, attitudes, and 
reactions. Equivalent courses: EDUC 6362 (through Summer 2022)NoneNone"
EDSR 6364,Counseling and Human Sexuality,3,"This course provides counselors 
with the knowledge and skills for effectively working with clients of diverse backgrounds 
on issues related to human sexuality. Physical, psychological and cultural aspects of 
sexuality will be explored with emphasis on enhancing mindful counselor self-
awareness. Equivalent courses: EDUC 6364 (through Summer 2022).NoneNone"
EDSR 6366,Counseling and Spirituality,3,"This course will provide counselors 
with an exploration of theories and techniques appropriate for integrating spirituality into 
the counseling process. Spirituality and the search for meaning are central elements of 
the human experience, and they are considered important components of mental health 
and wellness. Students will learn to assess a client’s spiritual domain and develop 
  
  
treatment plans and counseling interventions based on various models of spiritual 
development. Equivalent courses: EDUC 6366 (through Summer 2022)NoneNone"
EDSR 6371,History & Principles of Career & Applied Technology Education,3,"A course in the history, development, and operation of career technology education 
programs, including the impact and implications of state and federal legislation and 
regulation. Equivalent courses: ED 6371 (through Summer 2022), EDUA 6371NoneNone"
EDSR 6375,Foundations of Educational Technology,3,"This course provides the 
students with an overview of the historical, theoretical, and philosophical foundations of 
educational technology. Current trends and research, emerging technology, and critical 
issues will be examined and the student will have the opportunity to apply newly 
acquired technological knowledge and skills to a variety of educational environments. 
Prerequisites: must be completed in first 6 sch of coursework. Equivalent courses: ED 
6375 (through Summer 2022), EDUA 6375NoneNone"
EDSR 6376,Inquiry-Based Research Methods,3,"This course will examine 
methods and approaches to graduate level research, including qualitative, quantitative, 
and mixed-method inquiry. Special attention will be given to inquiry-based approaches 
and social constructivist learning theories, as well as the ethical research of human 
subjects. Prerequisites: must be completed within first 12 sch. Equivalent courses: ED 
6376 (through Summer 2022), EDUA 6376NoneNone"
EDSR 6377,Instructional Design,3,"This course will provide students with insight 
into the theories and process that guide effective instructional design. A systems 
approach to designing instruction will be examined, along with methods to evaluate 
instructional methods. Equivalent courses: ED 6377 (through Summer 2022), EDUA 
6377NoneNone"
EDSR 6378,Integration of Technology into the Curriculum,3,"This course will 
examine the advantages and challenges of effectively integrating technology into the 
curriculum in an effort to promote student motivation, engagement, and learning. 
Technologies assisting school personnel in assessment, evaluation, record-keeping, 
and data collection will be examined as well. Equivalent courses: EDUA 6378NoneNone"
EDSR 6379,Implementation of ED Tech Programs in the Educational Setting,3,"Students in this course will examine best-practices for the implementation of 
educational technology programs in the educational environment through the 
development of specific goals and a strategic plan. Although educational settings will be 
emphasized, strategies can be applied to a variety of settings and occupations.NoneED 6379 (through Summer 2022), EDUA 6379"
EDSR 6380,Special Topics in Educational Technology,3,"This special-topics 
course provides the student with an opportunity to examine the role of educational 
technology in a variety of settings, through a case-study type approach. Emphasis will 
be placed on project/problem-based learning and critical analysis. Prerequisite: Advisor 
Approval. Equivalent courses: ED 6380 (through Summer 2022), EDUA 6380Advisor None"
EDSR 6381,Critical Issues in Educational Technology,3,"Students will examine 
their role as the agent of change and how that role affects and influences the diffusion 
of technology and the delivery of its services. Probable sociological, financial, and 
educational implications of the application of change will be examined, as well as 
  
  
approaches to reduce the occurrence of undesirable consequences. Equivalent 
courses: ED 6381 (through Summer 2022), EDUA 6381NoneNone"
EDSR 6382,Basic Applications of Media and Technology,3,"This course will 
identify available technologies used to enhance instructional design and delivery. 
Concentration will be placed on the utilization of multimedia, print materials, audiovisual, 
computer and web-based technologies, and media conversion for educational and 
instructional purposes. Equivalent courses: ED 6382 (through Summer 2022), EDUA 
6382NoneNone"
EDSR 6383,Educational Technology Capstone with Portfolio Development,3,"This course is reserved for students enrolled in the final semester of the Educational 
Technology graduate program. Students will utilize an electronic portfolio to present an 
approved topic of research and/or review of program for peer and faculty committee 
presentation. Prerequisite: Advisor Approval. Equivalent courses: ED 6383 (through 
Summer 2022), EDUA 6383Advisor Approval. Equivalent courses: ED 6383 (through None"
EDSR 6389,Special Populations and Programs,3,"A study of the needs of 
multicultural and special student populations and the state and federal programs that 
currently serve them in public schools. Equivalent courses: ED 7309 (through Summer 
2021), ED/EDUC 6389 (through Summer 2022), EDUA 6389NoneNone"
EDSR 7100,Practicum I for Certification,0,"A course required for certification 
which provides a minimum of 50 clock hours of field experience in the principalship in a 
T.E.A. accredited public, private, or parochial school. Students will create and 
implement a collaborative team to study a problem relating to student achievement on 
their campus. Students will serve in a leadership role as part of this committee. 
Students will prepare a report that details the change process and a video of 
themselves conducting one of this committee’s meetings. This course must be taken 
with EDUA 7304. Prerequisites: EDUA/EDSR 5330 and EDUA/EDSR 5332.  
Internship/Practicum fee: $300. Equivalent courses: ED/EDUC 7100 (through Summer 
2022), EDUA 7100NoneNone"
EDSR 7101,Practicum II for Certification,0,"A Course required for certification 
which provides a minimum of 50 clock hours of field experience in the principalship in a 
T.E.A. accredited public, private, or parochial school. Students will create and 
implement a professional development plan to address a problem relating to student 
achievement on their campus. Students will serve in a leadership role in conducting the 
professional development and in the change process. Students will create a plan that 
highlights the professional development, its implementation and monitoring and report 
on its success. This course must be taken with EDUA 6320. Prerequisites: 
EDUA/EDSR 5330 & 5332 & 5333 & 7304 & 6305. Internship/Practicum fee: $300.NoneED/EDUC 7101 (through Summer 2022), EDUA 7101"
EDSR 7102,Practicum III for Certification,0,"A course required for certification 
which provides a minimum of 60 clock hours of field experience in the principalship in a 
T.E.A. accredited public, private, or parochial school. Students will create and 
implement a campus improvement plan and work with the CIP Committee to address a 
problem relating to student achievement on their campus. Students will serve in a 
leadership role in the entire change process including creating the plan, and 
implementing and monitoring it. This course must be taken with EDUA 6315. 
  
  
Prerequisites: EDSR/EDUA 5330 & 5332 & 5333 & 7304 & 6305. Internship/Practicum 
fee: $300. Equivalent courses: ED/EDUC 7102 (through Summer 2022), EDUA 7102NoneNone"
EDSR 7300,Advanced Applications of Media Technology,3,"This course 
explores the uses of multimedia in the classroom and extends the teachers skill base in 
the development of advanced multimedia examples to support and enhance the 
curricula. Throughout the course, students will gain experience in still and motion digital 
editing, audio and animation production. Prerequisite: ED/EDUA/EDSR 5320 & ED 
6307. Equivalent courses: ED 7300 (through Summer 2022), EDUA 7300ED/EDUA/EDSR 5320 & ED None"
EDSR 7301,Clinical Practice in Counseling,3,"This course provides a 
conceptualization of the counseling process and clinical interviewing; emphasizes 
development of the counseling skills necessary to function appropriately as an entry-
level counselor in a variety of settings, including crisis counseling, school counseling, 
agency counseling, and private counseling. Training is done through role-play, 
coaching, and experiential activities. It includes presentation of case studies applicable 
to current issues, multicultural concerns, legal decisions, critical incident response and 
ethics in the field. Prerequisites: Must be taken last semester of coursework. 
Completion of a minimum of 42 semester hours of counseling coursework. Equivalent 
courses: ED 7301 (through Summer 2022), EDUA 7301NoneNone"
EDSR 7302,Management of Counseling Programs,3,"An examination of the 
mission, philosophy, and function of counseling programs in school systems with 
emphasis on program organization, administration, needs assessment, evaluation, legal 
and ethical issues, creating community coalitions and outreach, training support staff, 
and adopting and adapting culturally relevant prevention and intervention programs.NoneED/EDUC 7302 (through Summer 2022), EDUA 7302"
EDSR 7303,Applied Counseling Approaches and Methodology,3,"The initial 
course in the sequence of counseling practice courses which applies knowledge of 
ethical practice, counseling theory, and human development to the process of 
therapeutic change and growth; emphasis is on basic counseling skills and various 
techniques in individual practice and crisis intervention.  Equivalent courses: ED 7303 
(through Summer 2022), EDUA 7303NoneNone"
EDSR 7304,Educational Leadership for Principals,3,"A critical examination of the 
theory and practice of leadership. The behaviors skills attributes beliefs and attitudes for 
leadership will be researched and investigated. Special attention will be placed on the 
change process to improve campuses and the development of professional learning 
communities. Students will develop a plan to create a PLC or Leadership Committee to 
study a problem on their campus identified by data. Must be taken with EDUA 5333. If 
student is seeking certification this course must be taken with EDSRA 7100. Equivalent 
courses: ED/EDUC 7304 (through Summer 2022), EDUA 7304NoneNone"
EDSR 7305,Workshop in Education,3,"A special topics course in which the course 
content varies according to the instructor’s course design. May be repeated when the 
course content varies. Equivalent courses: ED/EDUC 7305 (through Summer 2022),NoneNone"
EDUA 7305,EDSR 7306 Superintendent Leadership,3,"This course will provide a 
comprehensive overview of the leadership aspects of the school superintendency. This 
  
  
would include dealing with the board, the public, the school community and all 
stakeholders within the district and how to view the big picture of being the CEO of a 
school district, including keeping all entities fully informed on a continuing basis, long 
range planning on all levels, leading and managing campus-based planning committees 
and district- planning committees, curriculum development and management, and all 
else pertaining to school district leadership. Prerequisite: Full admission to the 
Superintendent Certification Program. Equivalent courses: ED/EDUC 7306 (through 
Summer 2022), EDUA 7306Full admission to the None"
EDSR 7307,Advanced Seminar in Administration,3,"A course designed especially 
for preparing administrators for the superintendency; emphasis on decision-making 
modes and leadership change strategies. Equivalent courses: ED/EDUC 7307 (through 
Summer 2022), EDUA 7307NoneNone"
EDSR 7309,State and Federal Programs in the Public Schools,3,"A study of 
federal and state programs currently being used in public schools.NoneNone"
EDSR 7311,Superintendent Practicum,3,"A course which provides the student 
with a minimum of 300 clock hours of reality experiences in the superintendency in a 
T.E.A. accredited public, private, or parochial school; students work with a 
superintendent, assistant superintendent or business manager in the conduction of 
everyday central office administrative duties. Prerequisite: Approval of advisor and have 
completed the mid-management/principal certification program. Clock hours must be 
accumulated during two consecutive semesters. 7311:1 is required for enrollment in 
7311 ll. Internship/Practicum fee: $300. Equivalent courses: ED/EDUC 7311 (through 
Summer 2022), EDUA 7311Approval of advisor and have None"
EDSR 7312,Practicum in Reading,3,"This course is the capstone course for the 
Master of Education Reading Specialist Program. It consists of a 160-hour, 15-week 
field experience designed to allow the reading specialist candidate opportunities to put 
into practice the knowledge gained throughout the program. All of the Reading 
Standards and Competencies will be demonstrated by the reading specialist candidate 
through working with students and colleagues. The candidate will be supervised by 
university faculty and an onsite reading specialist while administering and interpreting 
diagnostic assessments, planning and conducting intervention programs, and 
documenting the reading development of students. Prerequisites: EDUA/EDUC/EDSR  
5308 & 6313 & 6314. Equivalent courses: ED/EDUC 7312 (through Summer 2022),NoneNone"
EDUA 7312,EDSR 7313 Practicum in School Administration – Non-Certification,0,"A course 
which provides reality experiences in the principalship in a T.E.A. accredited public, 
private, or parochial school; students spend a minimum of 160 clock hours working with 
a principal and/or assistant principal in the conduction of everyday administrative duties. 
Prerequisite: Approval of advisor and completion of a minimum of 24-27 semester hours 
of principal preparation coursework. Must be taken in last semester. Advisor Approval 
Required. Internship/Practicum fee: $300. Equivalent courses: ED/EDUC 7313 (through 
Summer 2022), EDUA 7313Approval of advisor and completion of a minimum of 24-27 semester hours None"
EDSR 7315,Group Processes in Counseling,3,"A course which explores 
numerous theoretical models, exposes students to various techniques and principles, 
and includes class presentations, role play and opportunity for “hands on,” experiential 
  
  
involvement in a group.. Equivalent courses: ED/EDUC 7315 (through Summer 2022),NoneNone"
EDUA 7315,EDSR 7316 Practicum in Counseling,3,"A course that provides reality field 
experiences in counseling in an appropriate school or agency setting; students spend 
between 100-160 clock hours under supervision in the conduction of counseling and 
guidance activities with 40-100 of these hours being direct client hours. Prerequisite: 
Approval of advisor and completion of a minimum of 42 semester hours of counseling 
coursework. Practicum fee: $300. Equivalent courses: ED/EDUC 7316 (through 
Summer 2022), EDUA 7316NoneNone"
EDSR 7317,Internship in Counseling,3,"This advanced fieldwork experience will 
provide students with university and clinical-site supervised practice in counseling in 
university-affiliated services and community settings. Students must accumulate 600 
total clock hours of counseling experience, with at least 240 hours of direct client 
contact. Internship will take a minimum of 2 long semesters to complete. Prerequisite: 
Completion of EDSR 7316, completion of a minimum of 51 semester hours of 
counseling course work and approval of advisor. Practicum fee: $300. Equivalent 
courses: EDUC/ED 7317 (through Summer 2022), EDUA 7317NoneNone"
EDSR 7318,Practicum in Special Education,0,"A course which provides field 
experience in special education in a T.E.A. accredited public, private, or parochial 
school or identified agency. Students spend a minimum of 160 clock hours under 
supervision of designated mentor and university faculty. Prerequisite: Instructor’s 
approval. Internship/Practicum fee: $300. Equivalent courses: ED 7318 (through 
Summer 2022), EDUA 7318Instructor’s None"
EDSR 7320,Professional Issues and Ethics in Counseling,3,"This course 
familiarizes students with professional, legal, and ethical issues facing clinical mental 
health counselors. The focus will be an overview of business, family law and 
professional practice, the study of current board rules, and records management. 
Students will demonstrate knowledge of and ability to apply the Texas State Board of 
Examiners of Professional Counselors Statutes/Law and Rules/Regulations.  
Prerequisite: Advisor Approval. Equivalent courses: ED 7320 (through Summer 2022),Advisor Approval. Equivalent courses: ED 7320 (through Summer 2022),None"
EDUA 7320,EDSR 7321 Superintendent/School Board Relations,3,"This course would 
provide a comprehensive view of the legal ramifications a practicing superintendent 
faces both on a daily basis and long range and would specifically focus on how this 
affects the working relationship with the Board of Trustees. This would include dealing 
with the Board of Trustees on/with the following: policy matters, working with human 
resources, learning to keep abreast of impending and new enacted legislation and 
working with the board and school community to develop long range predictions as to 
how possible future legislation and proposed legislation will affect the school 
community. Prerequisite: Full admission to the Superintendent Certification Program.  
Equivalent courses: ED 7421 (through Summer 2014), ED 7321 (through Summer 
2022), EDUA 7321Full admission to the Superintendent Certification Program.  None"
EDSR 7323,Emotional Intelligence,3,"This course explores numerous theoretical 
models of emotional intelligence, examines the skill sets necessary to strengthen 
interpersonal and intrapersonal relationships, exposes the counseling student to 
  
  
transpersonal theories and techniques that are intended to improve the counselor 
outlook to prevent compassion burnout. Students will also complete individual 
assessments to gain baseline information on Personal Values, Individual Emotional  
Intelligence, and the student’s Quality of Motivation. Equivalent courses: ED 7323 
(through Summer 2022), EDUA 7323NoneNone"
EDSR 7408,The Superintendency,3,"This course is an introduction to school 
superintendency which would provide a broad overview of what a practicing 
superintendent is required to do so as well as the legal implications of the position. 
Additionally, the expectations of the Sul Ross State University Superintendency 
Certification program of study would be clearly delineated. Prerequisite: Full admission 
to the Superintendent Certification Program. Equivalent courses: ED 7408 (through 
Summer 2022), EDUA 7408Full admission None"
EDSR 7422,Superintendent Finance Issues,3,"This course would provide a 
comprehensive view of all things financial with which the practicing school 
superintendent must deal on both a daily basis and as an aspect of long-range 
planning, including budgeting, fiscal growth, facilities planning and the politics of each 
aspect of finance.  Prerequisite:  Full admission to the Superintendent Certification 
Program. Equivalent courses: ED 7422 (through Summer 2022), EDUA 7422 Full admission to the Superintendent Certification None"
EDUA 2303,Trends in Education,3,"This course explores the transformative power 
of education in a democratic society. The goal is to develop a clear understanding of 
current trends and issues in education for all citizens and those interested in a teaching 
career. Equivalent courses: ED 2303NoneNone"
EDUA 3300,Pedagogy & Professional Responsibility,3,"A course providing an 
overview of key aspects of the American Educational System including: Curriculum 
models and assessment, educator standards, the Texas Administrative Code, legal 
case studies, and the Educator Code of Ethics. Participants will review local, state, and 
national policies as they impact PK-12 education. Prerequisite: Completion of Blocks I 
and II, ED/EDUA 3302 & 4314 & 3303 & 4322. Equivalent courses: EDSR 3300Completion of Blocks I None"
EDUA 3301,"Planning, Instruction, and Assessment",3,"A course designed for the 
classroom teacher focusing on key aspects of data driven planning, instruction, and 
assessment in the classroom. The role of standards based from the Texas Essential 
Knowledge and Skills (TEKS) will be applied incorporating various forms of inquiry and 
direct instruction. Prerequisite: Completion of Blocks I and II, ED/EDUA 3302 & 4314 & 
3303 & 4322. Equivalent courses: ED 3301 (through Summer 2022), EDSR 3301Completion of Blocks I and II, ED/EDUA 3302 & 4314 & None"
EDUA 3302,Developmental and Learning Theories,3,"An integrated study of 
correct developmental and learning theories pertaining to human physical, cognitive, 
emotional and cultural development. Includes 10 hours of field experience per TAC 
§228.35(b)(1). Prerequisite: Admitted to Block I. Equivalent courses: ED 3302 (through 
Summer 2022), EDSR 3302Admitted to Block I. Equivalent courses: ED 3302 (through None"
EDUA 3303,Methods and Materials for the Classroom Teacher,1,"An in-depth 
study of assessment and analysis of student learning focusing on assessment systems, 
systems used to identify students for learning support, data analysis, and the analysis 
and response to the data analysis. Classroom and behavioral management will be 
presented with an emphasis on implementation of developmentally appropriate 
  
  
practices in the educational setting. Includes 10 hours of field experience per TAC 
§228.35(b)(1). Prerequisite: Completion of Block I, ED/EDUA 3302 & 4314. Equivalent 
courses: ED/EDUC 3303 (through Summer 2022), EDSR 3303Completion of Block I, ED/EDUA 3302 & 4314. Equivalent None"
EDUA 3304,Human Growth & Development,3,"A course in the theories of normal 
child growth and development and biological factors in the development of children as it 
pertains in the educational setting. Theories will include language development, 
cognitive, emotional and personality development. Further, content addresses the 
influence of diverse socio/cultural factors and learning styles. This course supports 
competencies within evaluative measures as identified by the State of Texas for 
Teacher Certification. Equivalent courses: ED/EDUC 3304 (through Summer 2022),NoneNone"
EDSR 3305,EDUA 3307 Technology in the Instructional Setting,3,"Education Specialization. 
This course prepares teachers to plan, organize, deliver, and evaluate instruction that 
incorporates the effective use of current technology. Equivalent courses: ED 3307 
(through Summer 2022), EDSR 3307NoneNone"
EDUA 3308,Language Acquisition and Emergent Literacy,3,"A course in 
language acquisition in children. Developmentally appropriate activities, diversity, and 
individual learning styles found in the educational setting are discussed as they facilitate 
language in young children. All theories and activities are presented as they ultimately 
contribute to an integrated curriculum. This course supports competencies within the 
Evaluative measure as identified by the State of Texas for Teaching Certification. In 
addition, this course utilizes the competencies presented for Early Childhood-6th Grade 
as identified by the State of Texas. Equivalent courses: ED 3308 (through Summer 
2022), EDUC 3308 (through Summer 2022), EDSR 3308NoneNone"
EDUA 3309,EC-6 Early Childhood and Classroom Management Education,3,"The course addresses early childhood from infancy through fourth grade. Various early 
childhood settings and programs are described from their inception to present 
educational application. Developmentally appropriate practice is presented as it affects 
both the student and the teacher in the educational setting. Students will be presented 
with the role of the early childhood teacher and the importance of lifelong learning as it 
pertains to early childhood methods and classroom management in schools. In addition, 
this course serves as a prerequisite to taking the Teacher Certification Instrument as 
defined by the State of Texas. Equivalent courses: ED 3309 (through Summer 2022),NoneNone"
EDSR 3309,EDUA 3310 EC-6 Early Childhood Curriculum,3,"The course addresses early 
childhood from infancy through fourth grade. Various early childhood settings and 
programs are described from their inception to present educational application. 
Developmentally appropriate practice is presented as it affects both the student and the 
teacher in the educational setting. Students will be presented with the role of the early 
childhood teacher and the importance of lifelong learning as it pertains to early 
  
  
childhood methods and classroom management in schools. In addition, this course 
serves as a prerequisite to taking the Teacher Certification Instrument as defined by the 
State of Texas. Equivalent courses: EDUC 3310 (through Summer 2022), EDSR 3310NoneNone"
EDUA 3312,Fine Arts in the Classroom,3,"Course is designed to introduce 
students to the principles of art, music, and theatre that can be related to the expressive 
and developmental needs of children in the Early Childhood-Sixth grade classroom. 
Students will learn basic techniques, activities, and strategies for integrating art, music, 
and theatre into the EC-6 curriculum. Equivalent courses: ED 3312 (through Summer 
2022), EDUC 3312 (through Summer 2022), EDSR 3312NoneNone"
ED 3314,Language Arts/Social Studies Methods,3,"QEP MAPPED COURSE.  
A study of the methods and strategies in teaching language arts and social studies in 
the elementary grades, including vocabulary, comprehension and comprehension 
development, composition grammar, and handwriting. Classroom management, 
instructional materials, curricula, and measurement analysis and response best 
practices are presented. Activities focus on development of lesson plans, instructional 
materials, visual aids, and assessment of student progress. This course supports 
competencies within the Evaluative measure as identified by the State of Texas for 
Teaching Certification. In addition, this course utilizes the competencies prescribed for  
Early Childhood-6th grade as identified by the State of Texas. Equivalent courses: ED 
3314 (through Summer 2022), EDUA 3314NoneNone"
EDUA 3328,Foundation of Bilingual Education,3,"A survey of the research, 
philosophy and the legal requirements of bilingual education. The process of second 
language development. Also, a review and analysis of the differences of various 
bilingual programs. Note: EDUA 3328 is required for those seeking Bilingual 
Certification. Equivalent courses: EDUC 3328 (through Summer 2022), ED 3328 
(through Summer 2022), EDSR 3328NoneNone"
EDUA 3329,Methods of Second Language Teaching,3,"A study of the methods 
and strategies in teaching language arts and social studies in the elementary grades, 
including vocabulary, comprehension and comprehension development, composition 
grammar, and handwriting. Classroom management, instructional materials, curricula, 
and measurement analysis and response best practices are presented. Activities focus 
on development of lesson plans, instructional materials, visual aids, and assessment of 
student progress. This course supports competencies within the Evaluative measure as 
identified by the State of Texas for Teaching Certification. In addition, this course 
utilizes the competencies prescribed for Early Childhood-6th grade as identified by the 
State of Texas. Equivalent courses: ED 3329 (through Summer 2022), EDUC 3329 
(through Summer 2022), EDSR 3329NoneNone"
EDUA 4199,Special Topics,1,"A course covering various topics in the field of 
education. May be repeated for credit when topic varies.  Prerequisite: Approval of 
advisor. Equivalent courses: ED 4199 (through Summer 2022), EDSR 4199Approval of None"
EDUA 4300,internship in Teaching I,3,"A course serving as a capstone experience 
for teacher candidates enrolled in the teacher education program. Designed for 
certification candidates completing their clinical experience over two semesters at an 
accredited school, jointly supervised by the University and school personnel. Must meet  
  
  
requirements for eligibility to student teach. Offered during the fall term only. Equivalent 
courses: EDUC 4300 (through Summer 2022), EDSR 4300NoneNone"
EDUA 4301,Internship in Teaching II,3,"A course serving as a capstone 
experience for teacher candidates enrolled in the teacher education program. Designed 
for certification candidates completing their clinical experience over two semesters at an 
accredited school, jointly supervised by the University and school personnel. Must meet  
requirements for eligibility to student teach. Offered during spring term only. Equivalent 
courses: EDUC 4301 (through Summer 2022), EDSR 4301NoneNone"
EDUA 4306,Survey of Exceptional Children,3,"Education Specialization. A survey 
of exceptional children involving categorical identification, learning characteristics, 
instructional intervention, and adjustment needs. Equivalent courses: ED 4306 (through 
Summer 2022), EDSR 4306NoneNone"
EDUA 4307,Language Arts in the Classroom,3,"A study of the methods and 
strategies in teaching language arts in the elementary grades. A focus on vocabulary, 
comprehension, and comprehension development, composition, grammar, and 
handwriting as it relates to grade level TEKS and guidelines will be covered. Classroom 
management, instructional materials, curricula and best practice of analysis and 
response are presented. Activities focus on development of lesson plans, instructional 
materials, visual aids and assessment of student progress. Opportunities for data-driven 
and performance-based practices are presented. Equivalent courses: ED 4307 (through 
Summer 2022), EDUC 4307 (through Summer 2022), EDSR 4307NoneNone"
EDUA 4308,The Teaching of Reading,3,"QEP MAPPED COURSE. Intensive 
study of the foundations of reading readiness, beginning reading, remedial reading, 
reading assessment, reading devices, and the use of audio-visual aids in reading 
instruction. Topics presented in this course will provide an understanding of reading 
pedagogy, best practices for reading assessment, and foundational skills for reading 
development. This course serves as a foundation to the reading component and is 
encouraged to be taken as the first course of the reading component. Equivalent 
courses: ED/EDUC 4308 (through Summer 2022), EDSR 4308NoneNone"
EDUA 4310,Social Studies in the Classroom,3,"This is the first course in methods 
and strategies in teaching social studies curriculum in the public schools. Topics 
include, but are not limited to, citizenship, historical knowledge, political systems, 
socioeconomic systems, historical inquiry, curricula, instructional materials, and 
assessment and evaluation. Equivalent courses: ED 4310 (through Summer 2022),NoneNone"
EDSR 4310,EDUA 4311 Social Studies in the Classroom II,3,"This is the second course in 
methods and strategies in teaching social studies curriculum in the public schools. 
Topics include, but are not limited to, citizenship, historical knowledge, political systems, 
socioeconomic systems, historical inquiry, curricula, instructional materials, and 
assessment and evaluation. Prerequisite: EDUA 4310. Equivalent courses: EDSR 4311EDUA 4310. Equivalent courses: EDSR 4311None"
EDUA 4312,Methods and Classroom Management in Secondary School,3,"An 
overview of classroom management strategies for subjects taught in the secondary 
school with emphasis on an inclusive environment. Instruction focuses on the design of 
learning settings that foster collaboration, supportive interjections, and physical 
  
  
accessibility for all students. Must be admitted to the Teacher Education Program.NoneEDUC 4312 (through Summer 2022), EDSR 4312"
EDUA 4313,Reading Comprehension and Enrichment,3,"An intense course for 
the development and teaching of phonics, vocabulary, structural analysis, context clues 
to enhance comprehension for all readers. This course will prepare students to provide 
multisensory instruction and culturally responsive intervention in the following reading 
areas: vocabulary development, critical-analytical reading, research-based strategies, 
and metacognition approaches to assist with understanding literacy texts and 
informational texts. Includes field experience. Prerequisites: ED/EDUA/EDUC/EDSR 
3308 & 4308. Equivalent courses: ED/EDUC 4313 (through Summer 2022), EDSR 
4313NoneNone"
