code,title,credits,description
POLS 3315,Introduction to Constitutional Law,3,"Major U.S. Supreme Court decisions which have defined the constitutional boundaries of the American political system. The Constitution and its development through judicial interpretation. Emphasis is on the distribution of power in the national government, between the national government and the states, and between government and the individual."
POLS 3313,Introduction to Political Theory,3,"Survey of major political thinkers from ancient to contemporary times in order to address perennial political questions of equality, liberty, justice, stability, representation, democracy, authority, and power."
POLS 3312,Hispanic Politics,3,"Examines the role of Hispanics in American politics. Evaluates how Hispanics have impacted and been impacted by American political institutions. Investigates theories of group formation and group identity, political participation and representations, as well as specific issues impacting Hispanics."
POLS 3311,Campaign Politics,3,"Campaign politics examines recent American election contests and the various strategies candidates and parties have used to achieve electoral success. Topics include the legal environment of national elections, parties and partisanship, voter interest and turnout, theories of voter behavior, campaign finance, the mass media, public opinion polls and campaign reform."
POLS 3310,American Legislatures,3,"This course in American legislatures compares the structures and functions of local, state and national legislatures across time and across legislative agendas and interest groups."
POLS 3309,Texas Politics,3,This course will cover the current political system in Texas including historical background. It will also show you what you can do to affect politics in Texas and nationally.
POLS 3306,Civil Liberties in the United States,3,The judicial interpretations of political and civil rights in the Constitution. Emphasis is on principles related to civil liberties and civil rights.
POLS 3307,The American Presidency,3,"The role of the president in the American political system, through an examination of presidential relationships with Congress, the bureaucracy and the public."
POLS 3303,Urban Politics,3,"The American urban center within its political environment, with emphasis on social, economic and governmental problems, as well as urban services and the process of policy formation."
POLS 3308,Introduction to World Politics,3,"Introduction to the political science of war and peace, international institutions, foreign policy and diplomacy, globalization and interdependence, ideology and culture, the national state, dictatorship and democracy, and the ongoing struggle to create effective and legitimate government around the world. Format includes lecture, small groups, map study, and current events."
POLS 3302,Public Policy Analysis,3,"An examination and appraisal of the various theories which have been advanced to explain the definition of public problems and creation of government agendas, government’s action in formulating, adopting and implementing policies to address these problems and the impact that government policies actually have on society. Selected policy areas will be examined in detail."
POLS 2307,Introduction to Political Science,3,"POLS 2307 introduces the four major subfields in the discipline: political theory, international relations, comparative politics, and U.S. politics. POLS 2307 also introduces students to political science research methods, data analysis, original research, and writing."
POLS 3301,Introduction to Public Administration,3,"The field of public management, including a comprehensive view of the dynamics of policy formation and implementation in governmental agencies: structures and procedures, organizational behavior, administrative accountability, personnel administration, financial administration and public service as a career."
POLS 3300,Ethics and Public Life,3,"Examines case studies of ethical situations that arise both in the context of bureaucracy and for public managers. Topics include the limits of administrative discretion, regime values, corruption, bureaucratic accountability, social construction and harm as well as issues of divided loyalty and obligation, conscience and decision, integrity, compromise, and deception."
POLS 2304,United States Government II,3,Examines the three branches of government at both state and national levels and analyzes the role of each in the making of public policy. Selected topics on domestic and foreign policy are included. (GOVT 2302)
POLS 2303,United States Government I,3,"Examines the political systems of the United States and Texas. Focuses on constitutions, federalism, the development and organization of political parties, public opinion and the role of pressure groups. (GOVT 2301)"
POLS 2306,Texas Government,3,"The course covers the origin and development of the Texas Constitution, structure and powers of state and local government, federalism and inter-governmental relations, political participation, the election process, public policy, and the political culture of Texas. Course will focus on knowledge acquisition, social responsibility and effective communication. Students will acquire the skills needed to effectively participate in the political world. (GOVT 2306)"
POLS 2305,Federal Government,3,"Examines the institutions and politics of the United States national government. Focuses on the US Constitutions, federalism, the development and organization of political parties, public opinion and the role of pressure groups. Covers subject matters such as civil liberties, civil rights, the role of media, campaigns and elections, and policy-making. (GOVT 2305)"
PHYS 4490,Special Topics in Physics,4,Selected topics in junior and senior-level physics according to the needs and interests of the students.
POLS 2107,Federal and Texas Constitutions,1,
PHYS 4399,Senior Honors Thesis,3,"A research project, supervised by a member of the natural sciences faculty or scientist at an affiliated research institution or laboratory. The completed research project must be presented in both written and oral form to the science faculty. No more than six hours credit for this course may be applied toward a degree."
PHYS 4380,Field Experience in Physics,3,"Field experience integrates theory and academic laboratory experience with work experience in industrial, government, or institute laboratories."
PHYS 3399,Directed Study in Physics,3,Prerequisite(s): Formal approval by department chair and dean; junior standing; minimum GPA of 3.0.
PHYS 4401,Applied Electromagnetism and Optics,4,"An introduction to the fundamentals of electromagnetism. Multiple fields, Laplace and Poisson equations, Maxwell equations, electromagnetic waves, reflection and refraction, spherical scalar waves, interference and diffraction phenomena. Laboratory applications of electromagnetic and optical phenomena."
PHYS 4402,Geophysics,4,
PHIL 4098,Graduation Portfolio,0,"This is a non-credit, no cost course that Philosophy majors must take in the semester of anticipated graduation. The class does not meet regularly - rather students complete the requirements for this course by submitting a portfolio of written projects from a range of their Philosophy courses taken at UHD, along with a brief introductory essay. Please see instructor for details."
PHIL 3390,Selected Topics in Philosophy,3,This course addresses a philosophical topic which is not the focus of other Philosophy courses. The topic may vary from semester to semester. The course may be repeated for credit when topics vary.
PHYS 3402,Thermophysical Properties of Materials,4,"Discussion of phase structure and transitions in materials occurring with changing temperature involving both lecture instruction as well as hands on laboratory experience. Materials studied are polymers, liquid crystals and geological materials."
PHIL 3388,Philosophy of Love,3,"This class is a study of the philosophy of love and the history of philosophies of love, and may address: definitions of love; the differences between storge, eros, agape, and philia; the role of love in the good life; the social and political ramifications of loving; the ethics of love and sex; the nature of intimacy; the role of love, especially love of God or the gods, in religion; the role of loving in a good and meaningful life; and the consequences of living a life without love."
PHIL 3386,Philosophy of Death,3,"Death is an inevitable part of life, and yet we tend to avoid thinking about it. This class will engage philosophically with some of the central issues of death: What does it mean to die? What does the fact of death tell us about the meaning of life? Is life after death possible - if so, what does it mean to be yourself after you are dead? What are the ethical issues surrounding death? Is it ever moral, or even rational, to want to end your own life?"
PHIL 3384,Symbolic Logic,3,"Symbolic Logic analyzes arguments for validity by abstracting from the use of ordinary language, and looking only at their structure. Doing so also makes it possible to analyze the nature of argument and logic itself. Topics in this class include sentential logic, the logic of quantification, and some of the basic concepts and results of metalogic."
PHIL 3371,Metaphysics,3,"Metaphysics is the branch of Philosophy that asks questions about the nature of reality at the most general level. This class will look at a number of topics in this field, through both classical and contemporary sources. Possible topics include: whether there is more to something than the sum of its parts, what makes something a person, the nature of time, the nature of numbers and other universal terms, and the possibility of free will."
PHIL 3355,Film and Philosophy,3,"This course is an introduction to the philosophical study of motion pictures, including such topics as the ontological status of film, the aesthetic value of cinema, the ethics and politics of moviemaking, and the existential significance of movie going. In addition, the course will examine the philosophical potential of film as a medium of individual and cultural expression, and attempt to determine the philosophical significance of various films."
PHIL 3361,Animal Ethics,3,"This course will explore the question of whether human beings have moral obligations towards non-human animals, and if so, what they are. The class will cover both theoretical questions of whether non-human animals can ever be the subject of moral concern, as well as particular ethical issues. These issues may include: the ethics of eating animals; the ethics of experimenting on animals; dilemmas of captivity; animals in the wild; and animal companions."
PHIL 3351,Philosophy of Music,3,"This class is a study of the philosophy of music and the history of philosophies of music, including the ontology of music, the existential significance of music composition and music appreciation, musical aesthetics, theories of music criticism, and the sociopolitical power of music."
PHIL 3350,Philosophy of Art,3,"This course examines key historical figures and issues relating to the philosophical analysis of art. It inquiries into the nexus between art and such fields as ethics, politics, culture, science, and psychology, and considers themes such as beauty, the nature of art, the artist, and the role of artistic creation in “the good life.”"
PHIL 3341,Latin American Philosophy,3,"This course is an introduction to philosophy in Latin American and Latinx traditions. Topics covered will include the distinctive contributions of Latin American and Latinx philosophers to ongoing debates in Western philosophy, as well as philosophical responses to questions of Latin American and Latinx identity."
PHIL 3327,Philosophy of Law,3,"This class will use the tools of philosophical analysis to examine central issues in the field of Law. Topics of investigation will include: the value of the adversarial approach to law, how laws are interpreted, the relationship between law and morality, how criminals are sentenced, and the purpose of punishment. We will also look at particular legal issues, such free speech and same-sex marriage."
PHIL 3330,Biomedical Ethics,3,"This course will focus on using moral theories to evaluate ethical issues that principally arise in the practice of medicine. Topics will range from beginning-of-life issues to end-of-life issues and may include abortion, cloning, genetic manipulation, the limits of doctor-patient confidentiality, the right of patients to refuse medical treatment for themselves or a dependent, human medical testing, euthanasia, assisted suicide, and the use of life support equipment."
PHIL 3323,Philosophy of Religion,3,"A consideration of the problems of faith and reason, the nature of deity, arguments for and against God’s existence; nature of evil."
PHIL 3322,World Religions,3,
PHIL 3315,Philosophy of Psychology,3,"This course examines key historical figures and issues relating to the philosophical analysis of the psyche, and critically assesses the approaches made by the modern science of psychology."
PHIL 3320,Environmental Ethics,3,"Local and world-wide environmental problems make understanding how to relate to the natural world of crucial practical importance. This course explores the conditions for moral judgment when interests such as employment and production conflict with environmental issues. Its topics include ancient, traditional, and modern adjudications of the appropriate relation between human persons and nature. Course readings and discussion aim at using philosophical strategies to generate an ethics suitable for organic life."
PHIL 3317,Philosophy of Race,3,"A philosophical analysis of the concept of race, various constructions of races and issues of racism."
PHIL 3313,Philosophy of Sport,3,"A study of the philosophy of sport. Topics studied may include the nature of sport; the differences between sports and games; the relevant differences between different kinds of sports; the aesthetics of sports and athletics; sports as popular entertainment; the role of competition in sport; the relationship between sports, aggression, and violence; sportsmanship as an ethical ideal; and the ethical ramifications of sports in both personal and public lives, for both athletes and fans."
PHIL 3319,Philosophy of Gender,3,"This course examines the ideas behind the cross cultural and historical construction of gender. The discourse invites men and women to involve themselves philosophically in issues of gender with an eye to both personal and societal concerns. The readings emphasize the developments of feminist philosophy in politics, literature and art. Students will arrive at their own evaluation of the significance of gender differences. May be used to fulfill the writing application course requirement."
PHIL 3305,Continental Philosophy: Nietzsche to Postmodernism,3,"This course is a survey of various 19th- to 21st-century philosophers, schools, and movements in the Continental Europe philosophical traditions beginning with Nietzsche. Philosophies studied may include phenomenology, existentialism, Critical Theory, psychoanalysis, and postmodernism."
PHIL 3310,Contemporary Moral Theory,3,"Contemporary Moral Theory is the philosophical inquiry into the fundamental principles underlying any distinction between “right” and “wrong,” or “good” and “evil.” This course is a survey of major moral philosophers of the twentieth and twenty-first centuries, and might include the contemporary proponents of the classical moral philosophies (virtue ethics, Kantian ethics, and utilitarianism), feminist ethics, existentialist ethics, postmodern ethics, and others."
PHIL 3306,Power and Political Philosophy,3,"Examination of key texts and figures in the history of political philosophy with emphasis on the concept of power. The content of the course includes material ranging from Ancient Philosophy (Plato and Aristotle), Modern Philosophy (Hobbes, Locke, Rousseau, etc.), and key figures from the 19th century (Kant, Hegel, Marx, etc.) and 20th century (Foucault, Frankfurt School, Rawls, etc.). The course analyses issues such as the role of power in forms of government, socio-economic relations, educational systems, culture, media, and language."
PHIL 2384,Logic,3,"This class develops the skills involved with analyzing and evaluation arguments. Topics include identifying the components of arguments in ordinary discourse, identifying common fallacies, analyzing inductive arguments, symbolizing deductive arguments, and testing deductive arguments for validity."
PHIL 3301,Classical Moral Theory,3,"Moral philosophy is the philosophical inquiry into the fundamental principles underlying any distinctions between “right” and “wrong,” or “good” and “evil.” This course will be a comparison of the three most influential and fundamental moral philosophies in the Western tradition: Aristotle’s virtue ethics, Immanuel Kant’s deontological ethics, and John Stuart Mill’s utilitarianism. Other significant pre-twentieth-century ethical thinkers may also be studied."
PHIL 2302,Modern Philosophy: Descartes to Kant,3,An historical survey of the development of philosophic thought from Descartes through Kant with emphasis on the rationalists and empiricists. (PHIL 2317)
PHIL 2310,The Meaning of Life,3,"This course will investigate one of the most popular and enduring philosophical questions. Students will consider the meaning of life generally, asking what it means to be alive, as well as what it means to have meaning. Students will then consider the question particularly, asking how it is possible (if it is) for an individual to lead a meaningful life. Students will also consider the relevance of cultural and personal attitudes toward life and death and the effect these attitudes have on the meaningfulness of life."
PHIL 2305,Contemporary Ethical Issues,3,"Introduction to the philosophical examination of contemporary moral issues. Emphasis on critical examination and comparison of different perspectives on the rightness and wrongness of various actions typically considered morally problematic in the contemporary world. Topics covered may include abortion, capital punishment, discrimination and prejudice, and environmental issues."
PHIL 2301,Ancient Philosophy: Plato and Aristotle,3,"Historical survey of the development of Western philosophy at its origins in ancient Greek thought, especially the works of Plato and Aristotle. Ancient Roman and Hellenistic philosophers may also be discussed."
PHIL 1302,Critical Thinking,3,"A practical introduction to thinking effectively that develops skills in recognizing premises and conclusions to arguments. The course provides practice in evaluating arguments, clarifying meanings, recognizing the various ways language functions, and defining terms. The course teaches both deductive and inductive uses of logic using examples from various disciplines including the sciences, literature, politics and advertising. The class teaches precision in language and interpretation."
PHIL 1301,Introduction to Philosophy,3,"Teaches students how to think critically and communicate effectively about basic issues related to topics such as human nature, the limits of human knowledge, freedom and determinism, morality and responsibility, and the role of science, technology, religion, and work in their lives."
NURS 4350,Resource Management in Health Care,3,"This course emphasizes leadership, nursing finance, and theories of asset management. Budgeting strategies for effective management in the health care system and management of clinical resources are included in this course."
NURS 4390,Special Topics in Nursing,3,This course will address a nursing topic that is not the focus of other nursing courses. The topic may vary from semester to semester and may be repeated for credit when topics vary.
NURS 4320,Community Care,3,"This course focuses on the role of the nurse in the community while considering the environment and epidemiological impact of care for vulnerable populations across the lifespan in home communities and within various agencies in the public health system. The scientific, public health, and nursing process approach to cultural diversity within the health-illness continuum are explored. The clinical experience will involve a clinical assessment and project plan."
NURS 4210,Information Management and Health Informatics,2,"This course provides students with knowledge and skills to use technology for safe, efficient and effective patient care. Principles of decision-making, product testing, acquisition, and technology’s role in the nation’s health care delivery and payment systems are explored."
NURS 4595,Professional Practice Capstone,5,"This capstone course focuses on collaborative care of patients, families, communities, and populations across the lifespan with complex health care needs. Students apply concepts from previous program courses by creating and implementing a clinical project that provides health promotion activities enabling direct and indirect care for a selected aggregate group. Two (2) semester hours are outside clinical experiences culminating in an outcomes paper."
NURS 4315,Health Assessment across the Lifespan,3,"This course builds on the knowledge and skills of RN’s attained during previous courses that introduced health assessment. In-depth, comprehensive health assessment skills, analysis of normal and abnormal assessment data, and health promotion topics are presented. Competency practice and verification in a lab environment are essential to successful completion of this course."
NURS 4330,Basic concepts in Nursing Research,3,This course introduces the research process and explores commonly used nursing research methods. Critical appraisal and utilization of evidence-based practice in professional nursing are emphasized.
NURS 3310,Health Care of Older Adults,3,"This course provides an overview of the issues affecting the health care of older adults. Common physical, psychological, and societal changes of the population are explored. Health promotion needs of the gerontological patient in diverse settings are a primary focus of this course."
NURS 3230,Trends and Issues in Nursing,2,"This course prepares the bachelor’s level professional nurse to focus on political, legal, ethical, and advocacy issues. This course will prepare the student for an enhanced role in policy development and advocacy for patients, families, communities, and populations."
NURS 3340,Pathophysiology,3,This course provides a conceptual base of pathophysiological processes of diseases across the life span. Modifiable risk factors are explored to direct development of a patient-centered nursing process and provide foundations for evidence-based practice.
NS 3390,Special Topics in Natural Sciences,0,Selected topics in junior-level natural sciences according to the needs and interests of the students.
NS 3312,Life Science Studies,2,"Prerequisite(s): Declared Urban Education major and at least 6 hours of Natural Sciences coursework (with the prefixes BIOL, CHEM, GEOL, NS, PHYS, or MBIO)."
NS 3311,Earth and Environmental Science Studies,1,An integrated lecture/laboratory course emphasizing major topics in earth science and environmental science and their applications in society and to science education.
NS 3310,Physical Science Studies,0,"An integrated lecture/laboratory course emphasizing major topics in chemistry, materials science and physics and their applications in society and to science education."
NS 3190,Special Topics in Natural Sciences,0,Selected topics in junior-level natural sciences according to the needs and interests of the students.
NS 2490,Special Topics in Natural Sciences,0,Selected topics in lower-level natural sciences according to the needs and interests of the students.
NS 2390,Enter Topic Title Here,0,Selected topics in lower-level natural sciences according to the needs and interests of the students
NS 2190,Special Topics in Natural Sciences,0,Selected topics in lower-level natural sciences according to the needs and interests of the students.
NS 1300,Emergence of Modern Science,0,"An integrated lecture/laboratory course for non-science majors. This course will focus on the emergence and practice of the scientific method, major scientific discoveries and their role in the development of modern science and society. The course will illustrate how scientists observe, develop questions and interpret the natural world in an integrated manner across all disciplines of science. Students will also explore how science influences the worldview of culture, the role of politics, ethics and technology in the development of science. Various ethical issues such as nuclear energy, genetic engineering, land abuse and population pressures will also be discussed. Lab sessions will focus on making and interpreting the measurements of natural phenomena."
NS 1101,Demonstration Chemistry,1,"This course is a service-learning laboratory course that focuses on chemistry experiments designed to be safe, informative, and fun. Subjects discussed include: chemical safety, demonstration chemical experiments, performance and showmanship, comedy, importance of STEM education and community outreach. The service-learning aspect will include public demonstrations at the Houston Zoo over weekends in October."
MUS 4301,Jazz Heritage,0,"Prerequisite(s): Three hours of music appreciation or music history, departmental approval, and pre-paid non-refundable deposit for trip. May be repeated once when the city is different, with departmental approval."
MUS 3334,Arts Administration II: Leadership and Programming,3,"Students put into practice management concepts relating to leadership, programming, staffing, and budgeting. Students learn about the relationship of art to government, business, and communities, and explore the decisions contemporary arts leaders must make regarding controversial programming, new technologies, external threats to the sector, community engagement, and creative placemaking."
Mus 3306,Music and Drama,0,"This course focuses on the study of musical drama in a fun and engaging way and includes famous characters from the Western music theater tradition. Lovers, witches, villains, queens, and more, tell their stories in a uniquely expressive language of music. These stories evoke powerful responses from the audiences and resonate with them as they bring to life archetypes retold by music."
MUS 3333,History of Hispanic Music,3,"This course explores the concert music of Hispanic cultures from the Spanish cantigas of the medieval period through the Mexican zarzuelas of the 19th century and American reggaeton of today. The music will be discussed in the context of the political, social and artistic culture of each era."
MUS 3327,Arts Administration III: Marketing and Fundraising,2,"Students put into practice management concepts relating to revenue development through marketing, communication, fundraising, and audience engagement. Students learn about the relationship of art to government, business, private foundations, donors, and communities, and explore the decisions contemporary arts leaders must make regarding ethical fundraising, changing audience demographics, controversial artists, and charges of cultural appropriation."
MUS 3325,Introduction to Arts Administration,2,"Introduction to the principles of arts administration and related careers stressing concepts and terms regarding leadership, management, organizational structure, planning, governance, programming, financial management, fundraising, marketing, audience development, and advocacy. Course focusses on non-profit arts organizations including theatres, art galleries, music organizations, dance companies, and museums."
MUS 3399,Directed Study in Music,9,Prerequisite(s): Junior standing; formal approval by department chair and dean; cumulative GPA of 3.0 and G PA of at least 3.3 in the specific area of directed study.
MUS 3308,Music in American Christianity,0,"This course surveys the social, cultural, theological, and historical development of significant musical styles and genres in North American Protestant Christianity from the early 17th century to the early 21SI century. Genres studied include: colonial psalms and lined hymns; shapenote hymns; spirituals; revival hymns; Sunday School songs; hymns of the urban revival movement; early gospel hymns; arranged/concert spirituals; commercial gospel music (African-American and white/southern gospel); praise and worship music; Contemporary Christian music."
MUS 3305,World Musics,0,"Introduces music of world cultures outside the Western musical tradition. Beginning in Australia and working geographically around the world, the course deals with performing arts, religion, history and other social and political elements that have influenced the development of the musical styles that define selected cultures. The tools of ethnomusicology, the study of music in its cultural context, are the basis of the methodology for this course."
MUS 3301,Major Developments in the History of Music,0,
MUS 3304,Jazz Styles II,0,"Introduction to various styles of jazz from the 1940s to today. Beginning with the evolution of jazz into a chamber art form during the bebop movement of the 1940s and progressing chronologically, students will be introduced to major figures and styles of jazz through videos, recordings, readings and concerts. Includes study of the outside forces that helped shape the music and the musicians."
MUS 3303,Jazz Styles I,0,"Introduction to various styles of jazz from its beginnings at the end of the 19th century to the 1940s. Beginning with the early years of “traditional” jazz in New Orleans and progressing chronologically, students will be introduced to major figures and styles of jazz through videos, recordings, readings and concerts. Includes study of the outside forces that helped shape the music and the musicians."
MUS 2302,Music Appreciation: After 1750,0,"A general survey of Western music from 1750 to present with a study of representative composers and compositions through recordings, lectures and live performances."
MUS 3302,Introduction to African American Music,0,"This course will introduce students to various styles of the African American musical tradition. Starting with basic characteristics of music in West Africa and working chronologically, the course will cover performing arts, religion, and other sociopolitical elements that have influenced some of the vibrant music in American culture."
MUS 1308,American Popular Music and Culture,0,"This course focuses on a wide range of popular music styles in the United States from their origins to recent trends and explores their cultural and historical influences. Examined styles include jazz, rhythm and blues, rock and roll, ‘classic’ rock, Motown, hip hop, as well as a variety of today’s popular music styles. Students will examine the culture and music they already enjoy and artists and styles with which they may not be familiar. No prior knowledge or musical experience is necessary."
MUS 1307,Piano Class I,0,Piano Class I teaches fundamental principles of reading music and playing piano for beginners. The course will prepare students to read piano music at sight using both the treble and bass clefs; learn the anatomy of the piano; master the basics of fingering for some scales and arpeggios; harmonize simple melodies using tertian chords; and perform simple repertoire in a selected number of keys before others. The course is designed for beginning students; no prior piano training or music reading ability is necessary to enroll in the course.
MUS 2301,Music Appreciation: Before 1750,0,"A general survey of Western music from the Middle Ages to 1750 with a study of representative composers and compositions through recordings, lectures and live performances."
MUS 1306,Choral Ensemble,0,"This course requires permission of the instructor. Choral Ensemble teaches fundamental principles of effective choral singing through the preparation and performances of a variety of choral repertoire, including Western European classical music, world music, and American music. Repertoire will be rehearsed and performed with attention to proper breathing, tone production, diction in multiple languages, musical interpretation (phrasing, dynamics, articulation, blend), learning to follow a conductor and work with an accompanist, and professional stage presence. The course also teaches the basics of music reading through sight-singing. The course is designed for beginning to intermediate choral singers; no prior choral expertise is necessary to enroll in the course."
MUS 1304,Music Theory I,0,"Study and practice of tertian construction, writing four part harmony, harmonic analysis using figured bass, and ear training; emphasis on developing ability to write and analyze tonal music. (MUS 1311)"
MUS 1305,Class Voice,0,"This course teaches the basics of singing solo through the preparation and in-class performance of a variety of repertoire, including Western European classical music, world music and American music. Repertoire will be selected, studied, rehearsed, and performed with attention to proper mechanics of singing (breathing, tone production, diction in multiple languages, musical interpretation (phrasing, dynamics, articulation, blend), and professional stage presence. The course also teaches the basics of music reading through sight-singing. The course is designed for beginning singers; no prior vocal expertise is necessary to enroll in the course."
MUS 1303,Reading Music,0,"Practice in reading and writing of music notation and rhythms commonly found in choral and instrumental literature. Keyboard used to visualize musical symbols, and plastic recorders used for practical realization."
MSCI 4310,Advanced Military Science,3,Leadership and command; Military Law; Administration/Staff operations and procedures; dynamics of the military team; training management; ethics and professionalism. Prepares students for commissioning as an Army Officer. Fitness training and laboratory required.
MSCI 3490,Summer Field Training,4,Off-campus field training practicum stressing application leadership management with emphasis on tactical and special military skills. Places students in demanding and stressful leadership situations.
MSCI 4320,Leadership in a Complex World,3,
MSCI 3320,Applied Leadership II,3,"Introduction to combat orders and military principles, small unit tactics, and tactical communications. Fitness training and laboratory required."
MSCI 3398,Special Problems,3,
MBIO 3399,Directed Study in Microbiology,3,Intensive in-depth study of various topics under the guidance of a member of the biology faculty.
MBIO 3390,Special Topics in Microbiology,3,Selected topics in junior-level microbiology according to the needs and interests of the students.
MBIO 4113,Parasitology Laboratory,1,"Appropriate exercises and experiments that illustrate some of the basic techniques, concepts and facts presented in"
MBIO 3320,Virology,3,"The various groups of viruses are studied with regard to their structure, characteristics, mechanisms of replication, applications to molecular biology and to disease processes."
MBIO 3150,Biology of Fungi Laboratory,1,"A study of the principles and applications of techniques for isolation, culture, and identification of fungi; and a study of the characteristics of fungal growth, nutrition, metabolism, and genetics."
MBIO 3340,Environmental Microbiology,3,"The course will emphasize the impact of microorganisms on their environment. Topics include microbial diversity, microbiological interactions important in agriculture, medicine and biotechnology, biodegradation and bioremediation, and the impact of microbes in protective biofilms. Current methods for the detection of microorganisms and contamination control will also be discussed."
MBIO 3350,Biology of Fungi,3,"A comprehensive study of fungi with emphasis on the Kingdom Fungi, but consideration of various other organisms with a fungal lifestyle. Topics include classification, phyogeny and diversity, asexual and sexual characteristics and life cycles, growth, sporulation, nutrition, physiology and metabolism, genetics, ecology, symbiotic and pathogenic relationships, medical mycology, and biotechnology."
MBIO 2105,General Microbiology Lab,1,"Experiments which emphasize sterile technique, staining techniques, bacteria growth conditions, and biochemical tests used to identify microorganisms, phage testing, food microbiology, and Koch’s postulates. (BIOL 2121)"
MBIO 2305,General Microbiology,3,"An introduction to microorganisms (bacteria, viruses, yeasts, algae and protozoa) with attention to morphology, physiology, genetics, taxonomy, and relationship of microorganisms to soil, water, food, industry and health. Credit for both BIOL 1305 and 2305 may not be applied toward a degree. (BIOL 2321)"
MBIO 1310,Microbes and Society,3,"An integrated lecture/laboratory course for non-science majors. This course will introduce the student to microorganisms including bacteria, fungi, protists and viruses and will explore their impact on humans. The numerous benefits of microorganisms (protection, food, genetic engineering, soil fertility, biofuels, recycling and bioremediation) will also be explored. Microorganisms that cause disease, food spoilage and corrosion will also be considered. This course will not satisfy the microbiology requirement for nursing schools."
MATH 4396,Senior Thesis,3,Intensive study under the guidance of a member of the Mathematics & Statistics faculty which continues and expands the research carried out in
MATH 4380,Field Experience in Mathematics,3,"Selected students are placed in jobs in the local community which are related to and reinforce their academic training. Positions are full-time, salaried and last the duration of a semester. Recommended for students not already employed in their area of study."
MATH 4395,Senior Project in Mathematics,3,"A project on a statistics related topic under the guidance of a member of the Mathematics & Statistics faculty. Students will develop writing and oral presentation skills specific to statistics by submitting a written report and giving a public presentation. Students are required to select a project advisor in advance. Individual work is accompanied by regular progress reports and classroom instruction on writing and presenting papers. Examples include research, critical literature reviews and field studies. Course can be used to fulfill the writing skills requirement."
MBIO 1305,Microbiology,3,"The morphology, classification, growth, physiology and genetics of microorganisms are covered, with emphasis on bacteria. Control of bacterial growth with antibiotics, antiseptics and disinfectants are also considered. Pathogenesis of disease-causing bacteria and the role of the immune system in protection from disease are studied."
MBIO 1105,Microbiology Lab,1,Exercises and experiments which emphasize sterile techniques and other techniques used in the study of microorganisms in the clinical laboratory. (BIOL 2120)
MATH 4316,Decision Mathematics,3,"Applications of some of the most useful tools of decision mathematics. Topics are selected from probabilistic models, decision models, game theory, queuing theory, PERT-CPM, inventory models, Bayesian inference and other relevant topics."
MATH 4399,Directed Study in Mathematics,3,Intensive individual study under the guidance of a member of the Mathematics & Statistics faculty.
MATH 4315,Mathematical Modeling,3,"The goal of this course is to impart to students the excitement and usefulness of mathematics and computer science as fundamental tools in solving real-world problems. The course focuses on functions as models for phenomena, on the development of a repertoire of techniques to be used in modeling, and on the interpretation and validation of the mathematical model. The course will provide students in mathematics, statistics, computer science, natural science or engineering the opportunity for undergraduate research. A term project using software will be required."
MATH 4307,Analysis II,3,"A rigorous treatment of the elements of calculus and its foundations including differentiation, Riemann integration, infinite series, sequences and series of functions, and metric spaces. Proof writing is emphasized."
MATH 4314,Differential Geometry,3,"Geometry of curves and surfaces is introduced and applications are discussed. Topics are chosen from parametic equations, tangent and normal vectors, curvature and torsion, first and second fundamental forms, geodesics and isometries. Surfaces of constant curvature are discussed as models of non-Euclidean geometries."
MATH 4308,Introduction to Graph Theory,3,"This course introduces some of the basic concepts in graph theory including; isomorphisms, graph invariants, spanning trees, connectivity, matchings, factors, graph coloring, and planarity. Additional topics, as time allows, may include; Ramsey theory, random graphs, extremal problems, complexity and NP-completeness."
MATH 4312,History of Mathematics,3,The course traces the development of mathematics and its applications from the Greek mathematicians through the modern age including the development of computer techniques in applied mathematics. This course may be used to fulfill the writing application course requirement with additional prerequisites
MATH 4306,Modern Algebra,3,"Topics from rings, polynomial rings, integral domains, fields, fields of quotients, unique factorization domains, quotient rings, ideals of rings, principal ideal domains, Galois theory, solvability of equations by radicals, and ruler and compass constructions."
MATH 4305,Complex Variables with Applications,3,"Analytic functions, power series, the theory of residues, conformal mapping and applications to physical problems."
MATH 4302,Advanced Multivariable Calculus,3,"Differentiability of real and vector valued functions; coordinate transformation in multiple integrals (Jacobian); line and surface integrals of real and vector-valued functions; Implicit Function Theorem; Green’s, Stoke’s and Divergence Theorems."
MATH 4311,Operations Research,3,"Applications of some of the most useful tools of operations research. Topics are selected from linear programming, the simplex method, the dual, the transportation model, networks, integer and dynamic programming, and other topics."
MATH 4304,Introduction to Partial Differential Equations,3,"This course addresses the fundamentals of partial differential equations. It includes method of separation of variables, Fourier series; heat, wave, and Laplace equations; Sturm-Liouville eigen values problems; Fourier and Laplace transforms; nonhomogeneous problems; Green’s functions. This course can be taken as a writing (W) course. In this case, the student should get a formal approval by the department chair and the academic advisor."
MATH 4303,Introduction to Topology and Functional Analysis,3,"A rigorous treatment of the basic concepts of point set topology and functional analysis including open sets, closed sets, compact sets, continuity, convergence, topological spaces, metric spaces, normed spaces, inner-product spaces, Banach and Hilbert spaces. Hanh-Banach Theorem, Open Mapping Theorem and Banach Fixed Point Theorem are discussed and proved."
